"dontsova__01_Букет_прекрасных_дам" "dontsova__03-Дама-с-коготками" "dontsova__03_Инь,_янь_и_всякая_дрянь" "dontsova__04_Клеопатра_с_парашютом" "dontsova__06_Созвездие_жадных_псов" "dontsova__07_Микстура_от_косоглазия" "dontsova__09-Бассейн-с-крокодилами" "dontsova__10_Спят_усталые_игрушки" "dontsova__13_Муха_в_самолете" "dontsova__18_Безумная_кепка_Мономаха" "dontsova__18_Зимнее_лето_весны" "dontsova__22_Астральное_тело_холостяка" "dontsova__27_Император_деревни_Гадюкино" "dontsova__27_Страстная_ночь_в_зоопарке" "dontsova__32_Бегемот_под_майонезом" "dontsova__39_Шуры-муры_с_призраком" "dontsova__40_Тормоза_для_блудного_мужа" "dontsova__44_Бинокль_для_всевидящего_ока" "dontsova__47-Самовар-с-шампанским" "dontsova__47_Гиблое_место_в_ипотеку" "marinina__03_Оборванные_нити" "marinina__05_Все_не_так" "marinina__05_Смерть_ради_смерти" "marinina__21_Седьмая_жертва" "marinina__35_Отдаленные_последствия._Том_1" "polyakova__Татьяна_Полякова_-_01._Испанская_легенда_(2008)" "polyakova__Татьяна_Полякова_-_01._Капкан_на_спонсора_(1999)" "polyakova__Татьяна_Полякова_-_04._Неопознанный_ходячий_объект_(2001)" "polyakova__Татьяна_Полякова_-_05._Четыре_всадника_раздора_(2020)" "polyakova__Татьяна_Полякова_-_05._Я_смотрю_на_тебя_издали_(2012)" "traub__Маша_Трауб_-_Замочная_скважина_-_2012" "traub__Маша_Трауб_-_Плохая_мать_-_2010" "traub__Маша_Трауб_-_Посмотри_на_меня_-_2021" "traub__Маша_Трауб_-_Продаётся_дом_с_дедушкой_-_2016" "traub__Маша_Трауб_-_Собирайся,_мы_уезжаем_-_2006" "ustinova__Близкие_люди" "ustinova__Девчонки,_я_приехал!" "ustinova__Жизнь,_по_слухам,_одна!" "ustinova__Один_день,_одна_ночь" "ustinova__Персональный_ангел"
"нет" 0.264299802761341 0.22155711898006 0.399201596806387 0.331759103860115 0.305968370023047 0.355289421157685 0.226465190738355 0.265448725455752 0.269136388822924 0.332746134272852 0.351571971227673 0.254702194357367 0.24912017082526 0.330136770947964 0.336127807655805 0.370852566378664 0.243261270451603 0.345457433290978 0.463573512368621 0.325500158780565 0.240228789323165 0.287465012482033 0.280607341918124 0.254859446916961 0.262517120681784 0.22282162542512 0.355464275840278 0.210879837544421 0.274144278217279 0.245949638883467 0.222908763834031 0.248491302804402 0.287631831255992 0.435704646230962 0.202429149797571 0.242709095812305 0.187646598905395 0.159659393294305 0.207708285252712 0.13039309683605
"о" 0.22879684418146 0.21378318498076 0.243512974051896 0.320049959017993 0.186759914169912 0.147704590818363 0.163992034672602 0.234219463637428 0.233515396184596 0.262282247015071 0.214176028449042 0.352664576802508 0.28470876665744 0.314415972331394 0.328218918063904 0.284057284885785 0.219719857182093 0.353398983481576 0.387643368101347 0.289774531597332 0.388941849380362 0.313942053105379 0.388237555256583 0.224428468180608 0.270126312585603 0.406551737617763 0.240925786958411 0.238216112781661 0.372052949009164 0.312317001756783 0.281568964842986 0.212992545260916 0.164908916586769 0.158087526508579 0.171286203674868 0.296644450437262 0.242376856919468 0.17866646392458 0.165397338256789 0.295302013422819
"только" 0.394477317554241 0.377035798966067 0.199600798403194 0.163928027789704 0.341730906778988 0.355289421157685 0.437312092460271 0.433306007729242 0.2810100530357 0.191818359757291 0.177806514184111 0.235109717868339 0.197714421289889 0.141487187549128 0.197722239797532 0.197262003392906 0.0706242398085298 0.242217280813215 0.143867641769572 0.222292791362337 0.259294566253575 0.279900143732506 0.284451278108783 0.327133021415801 0.334804443768072 0.238458230718111 0.244875390023303 0.257742023665404 0.195817341583771 0.171774350966231 0.293301005044777 0.280045753954167 0.256951102588686 0.262193946404473 0.225786359389598 0.319759602419386 0.328381548084441 0.414354139739983 0.253865681975537 0.322147651006711
"мы" 0.145956607495069 0.237104986978661 0.111776447105788 0.199055462316069 0.258284987681793 0.227544910179641 0.238178907500683 0.187375570909943 0.178104963191641 0.117439812096301 0.177806514184111 0.188087774294671 0.150262960180316 0.172928784782267 0.344036697247706 0.291947765021502 0.145172048495311 0.238246505717916 0.42361027854374 0.277865989202922 0.148713060057197 0.223163628111052 0.25369978858351 0.281486553311271 0.213057373306955 0.461279856143231 0.655634108772068 0.937243722419651 0.524790475444505 0.417723989849697 0.089945641547065 0.256379915591843 0.11888782358581 0.0424137266242529 0.163500467144192 0.173363639865932 0.304925723221267 0.159659393294305 0.134625740441572 0.525407478427613
"еще" 0.248520710059172 0.209896217981109 0.223552894211577 0.171734124351118 0.234443296511166 0.219560878243513 0.187419468197259 0.210797517273685 0.241431172326447 0.219220982579761 0.250545542713974 0.219435736677116 0.154217248606113 0.176858984436409 0.177950015817779 0.18937152325719 0.160866324008318 0.131035578144854 0.163849258682013 0.230231819625278 0.293612964728313 0.313942053105379 0.307514895252739 0.300505915021492 0.308172272104702 0.351823619092295 0.28042181760733 0.288983481079392 0.246729850395551 0.222525863751708 0.277658284775723 0.29976728592277 0.372003835091083 0.48582995951417 0.237464964185612 0.404515159687175 0 0.368737170227325 0.419263020232326 0.306807286673059
"было" 0.224852071005917 0.22544408597971 0.119760479041916 0.14050973810546 0.198680759755225 0.223552894211577 0.17961032368904 0.113206074091424 0.146441858624238 0.121354472499511 0.153560171340823 0.192006269592476 0.0988572106449444 0.110045590315988 0.158177791838026 0.114411961967886 0.0980892219562914 0.135006353240152 0.0959117611797147 0.170689107653223 0.358436606291706 0.223163628111052 0.411301172400538 0.42603370230895 0.213057373306955 0.324459559829561 0.260673802282871 0.316319756316632 0.266311584553928 0.206910013663869 0.46537092800438 0.481205380033921 0.360498561840844 0.458839406207827 0.412644036125818 0.435335362330007 0.301016419077404 0.448566866874477 0.269251480883145 0.318312559923298
"вот" 0.299802761341223 0.178800481983908 0.255489021956088 0.284922524491628 0.242390526901375 0.303393213572854 0.370934364140408 0.320099933637819 0.324546821815879 0.266196907418281 0.294997171260002 0.24294670846395 0.225394440270473 0.180789184090552 0.189813350205631 0.272221564682211 0.204025581669086 0.293837357052097 0.23178675618431 0.170689107653223 0.266920877025739 0.351766396853015 0.192196809532962 0.26246719160105 0.228275757114594 0.160275204253157 0.35941387890517 0.285078298902644 0.262395237722253 0.331836814366582 0.187712643228657 0.169605174929989 0.0882070949185043 0.347021399652979 0.0467144191840548 0.169511114535578 0.508209538702111 0.258496160571733 0.238479883067928 0.0958772770853308
"если" 0.268244575936884 0.124382943988806 0.311377245508982 0.238085945123141 0.115234840658031 0.163672654690619 0.0898051618445199 0.109302416364133 0.142483970553313 0.234879624192601 0.214176028449042 0.18025078369906 0.225394440270473 0.243672378556831 0.280765580512496 0.213042963664339 0.207949150547338 0.31369123252859 0.255764696479239 0.273896475071451 0.339370829361296 0.363113699977305 0.365173938112627 0.349956255468066 0.39948257495054 0.297095500566827 0.304119435996682 0.24212129495841 0.446463538810997 0.359164552020301 0.132963122286966 0.153827949355106 0.2607861936721 0.320030846346636 0.140143257552164 0.261971722464075 0.16419077404222 0.197673534554854 0.153857989076083 0.264621284755513
"когда" 0.272189349112426 0.202122283981809 0.159680638722555 0.156121931228289 0.15894460780418 0.199600798403194 0.242083479754793 0.214701175000976 0.158315522837014 0.168330397338031 0.133354885638083 0.289968652037618 0.130491518051327 0.216160980977834 0.324264473267953 0.224878683867913 0.207949150547338 0.246188055908513 0.195819845741917 0.293744045728803 0.301239275500477 0.359331265602542 0.292139150490102 0.277682680969227 0.292953888297063 0.207185020132129 0.169832931790355 0.117155465302456 0.191900994752095 0.199102088619949 0.297211685112041 0.370764801009742 0.37967401725791 0.196645459803355 0.280286515104329 0.20033131717841 0.238467552775606 0.34973009959705 0.276944380336949 0.241610738255034
"ну" 0.445759368836292 0.206009250981459 0.283433133732535 0.187346317473947 0.48478105380275 0.315369261477046 0.304556635820546 0.265448725455752 0.459115016227341 0.301428851047172 0.311161399822193 0.141065830721003 0.225394440270473 0.298695173714825 0.118633343878519 0.224878683867913 0.14124847961706 0.190597204574333 0.163849258682013 0.150841536995872 0.358436606291706 0.306377184355851 0.219104362867576 0.232036212864696 0.270126312585603 0.109456237050936 0.248824993088195 0.105439918772211 0.156653873267017 0.124926800702713 0.175980603026866 0.126217804599061 0.111217641418984 0.277617119722383 0.237464964185612 0.165658589205224 0.19546520719312 0.361134341975215 0.273097930610047 0.11888782358581
"бы" 0.173570019723866 0.132156877988106 0.127744510978044 0.109285351859803 0.0993403798776127 0.147704590818363 0.156182890164382 0.0897841277276808 0.130610306340537 0.187903699354081 0.0808211428109594 0.0940438871473354 0.102811499070742 0.110045590315988 0.12258778867447 0.114411961967886 0.0627771020520265 0.0555908513341804 0.0759301442672741 0.0952683391552874 0.278360343183985 0.397155609350178 0.361330001921968 0.410818212940774 0.353827423527621 0.347914467769047 0.276472214542438 0.296793845432889 0.446463538810997 0.437243802459496 0.265926244573931 0.134106417386503 0.302972195589645 0.412569886254097 0.14792899408284 0.319759602419386 0.234558248631744 0.281304645328062 0.33464112624048 0.230105465004794
"до" 0.173570019723866 0.209896217981109 0.147704590818363 0.218570703719605 0.222522450925852 0.191616766467066 0.117137167623287 0.136628020455167 0.213725955829969 0.125269132902721 0.242463428432878 0.223354231974922 0.260983036102653 0.184719383744694 0.213540018981335 0.213042963664339 0.14124847961706 0.178684879288437 0.175838228829477 0.162750079390283 0.194470924690181 0.223163628111052 0.196040745723621 0.178782000076077 0.220666565210775 0.226730776748368 0.181681740985031 0.273362752372398 0.168402913762043 0.206910013663869 0.17989128309413 0.173549481323709 0.180249280920422 0.196645459803355 0.210214886328247 0.215741418499827 0.191555903049257 0.182467878050635 0.161550888529887 0.207094918504314
"кто" 0.193293885601578 0.244878920977961 0.24750499001996 0.132703641544046 0.190733529365016 0.24750499001996 0.171801179180821 0.148338993637038 0.241431172326447 0.129183793305931 0.230340257011234 0.211598746081505 0.150262960180316 0.212230781323691 0.284720025308447 0.268276324614353 0.11770706634755 0.31369123252859 0.191823522359429 0.2540489044141 0.144899904671115 0.200469021862471 0.14991351143571 0.209212978812431 0.262517120681784 0.168093506899652 0.276472214542438 0.195259108837427 0.195817341583771 0.19129416357603 0.144695162488757 0.134106417386503 0.172579098753595 0.0886832465779834 0.112893179694799 0.165658589205224 0.187646598905395 0.152056565042196 0.153857989076083 0.153403643336529
"или" 0.126232741617357 0.0932872079916042 0.159680638722555 0.128800593263339 0.115234840658031 0.0598802395209581 0.0663777283198626 0.124917047273295 0.0831156494894324 0.144842434918771 0.169724399903015 0.0509404388714734 0.158171537031911 0.137556987894985 0.110724454286618 0.12624768217146 0.11770706634755 0.127064803049555 0.139871318387084 0.119085423944109 0.335557673975214 0.374461003101596 0.184508937151643 0.338544638441934 0.323390655912342 0.164184355576404 0.177732137920139 0.113250283125708 0.18798464792042 0.171774350966231 0.242462164170349 0.224825464442078 0.456375838926175 0.335454019664546 0.206322018062909 0.319759602419386 0.121188428459734 0.235687675815403 0.276944380336949 0.36816874400767
"ни" 0.153846153846154 0.194348349982509 0.183632734530938 0.230279848561727 0.154970992609076 0.167664670658683 0.171801179180821 0.222508490455557 0.225599620042745 0.199647680563711 0.189929685605754 0.101880877742947 0.237257305547867 0.255462977519258 0.173995571021829 0.205152483528623 0.180484168399576 0.174714104193139 0.187827198976941 0.12305493807558 0.202097235462345 0.211816324986761 0.242167980011532 0.171174255391989 0.171206817835946 0.140729447636918 0.213278565504167 0.21478501972117 0.0979086707918853 0.124926800702713 0.242462164170349 0.248491302804402 0.291466922339406 0.169654906497012 0.105107443164123 0.208036367839119 0.156372165754496 0.205276362806964 0.196168936072006 0.210930009587728
"они" 0.142011834319527 0.124382943988806 0.0958083832335329 0.105382303579095 0.119208455853135 0.0998003992015968 0.121041739877396 0.124917047273295 0.118736642127761 0.133098453709141 0.133354885638083 0.125391849529781 0.138400094902922 0.168998585128125 0.201676684593483 0.142028642442893 0.14124847961706 0.285895806861499 0.203812492506894 0.246109876151159 0.221163012392755 0.155079809365308 0.203728618104939 0.239643957548785 0.194034393547405 0.175911809546148 0.118488091946759 0.105439918772211 0.140988485940315 0.230333788795628 0.262015564506668 0.240602690016961 0.180249280920422 0.150375939849624 0.330893802553722 0.258119197133721 0.308835027365129 0.304113130084391 0.250019232248635 0.433365292425695
"очень" 0.122287968441815 0.124382943988806 0.207584830339321 0.222473752000312 0.170865453389494 0.291417165668663 0.105423450860958 0.101495100909552 0.178104963191641 0.254452926208651 0.222258142730138 0.188087774294671 0.170034402309304 0.172928784782267 0.126542233470421 0.197262003392906 0.14124847961706 0.194567979669632 0.29572793030412 0.150841536995872 0.167778836987607 0.226946062485816 0.176821064770325 0.0684697021567956 0.190229797595495 0.238458230718111 0.221177771633951 0.167922833600187 0.121406751781938 0.210813976185829 0.195534003363185 0.189326706898592 0.10738255033557 0.169654906497012 0.16739333540953 0.277381823785491 0.129007036747459 0.235687675815403 0.257712131702439 0.222435282837967
"потом" 0.303747534516765 0.190461382982858 0.135728542914172 0.101479255298388 0.28212667885242 0.303393213572854 0.222560618484245 0.218604832728266 0.300799493390327 0.223135642982971 0.177806514184111 0.184169278996865 0.122582941199731 0.117905989624273 0.213540018981335 0.173590562985758 0.149095617373563 0.214421855146125 0.139871318387084 0.150841536995872 0.148713060057197 0.177774415613889 0.146069575245051 0.114116170261326 0.175011413787856 0.199366717485634 0.173782534855247 0.132776194009451 0.105741364455236 0.0975990630489947 0.129052442219702 0.173549481323709 0.207094918504314 0.231347599768652 0.159607598878854 0.184921215856994 0.226739640344019 0.228084847563294 0.184629586891299 0.11888782358581
"для" 0.177514792899408 0.128269910988456 0.191616766467066 0.214667655438898 0.0913931494874036 0.115768463073852 0.128850884385616 0.128820705000586 0.0989472017731339 0.152671755725191 0.125272771356987 0.227272727272727 0.173988690735102 0.168998585128125 0.249130022144891 0.173590562985758 0.200102012790835 0.246188055908513 0.187827198976941 0.210384248967926 0.358436606291706 0.260987971858688 0.207572554295599 0.193997489444254 0.186425201643585 0.160275204253157 0.110588885816975 0.113250283125708 0.117490404950262 0.117118875658794 0.144695162488757 0.157772255748827 0.241610738255034 0.227491806439175 0.159607598878854 0.138690911892746 0.0820953870211102 0.125446666159811 0.126932840987768 0.210930009587728
"есть" 0.102564102564103 0.0816263069926536 0.191616766467066 0.175637172631825 0.147023762218867 0.0878243512974052 0.0780914450821912 0.0819768122730999 0.0910314256312831 0.113525151693091 0.113149599935343 0.15282131661442 0.158171537031911 0.224021380286119 0.249130022144891 0.173590562985758 0.14124847961706 0.22633418043202 0.191823522359429 0.285805017465862 0.209723546234509 0.28368257810727 0.19988468191428 0.296702042679448 0.140770050220667 0.152456901606661 0.292270626802006 0.234310930604913 0.258478890890577 0.242045676361507 0.089945641547065 0.11832919181162 0.145733461169703 0.181222286485444 0.144036125817502 0.12328081057133 0.109460516028147 0.159659393294305 0.146165089622279 0.103547459252157
"даже" 0.142011834319527 0.089400240991954 0.115768463073852 0.128800593263339 0.147023762218867 0.0998003992015968 0.132755456639725 0.160049966818909 0.0949893137022085 0.125269132902721 0.0969853713731512 0.133228840125392 0.189805844438293 0.149347586857412 0.0869977855109143 0.0946857616285951 0.105936359712795 0.0992693773824651 0.0679374975022979 0.0754207684979359 0.190657769304099 0.219381193736289 0.153757447626369 0.220624595838564 0.186425201643585 0.129001993667175 0.161933725660571 0.113250283125708 0.113574058118587 0.148350575834472 0.344139845919205 0.23665838362324 0.291466922339406 0.296896086369771 0.151821862348178 0.32361212774974 0.152462861610633 0.152056565042196 0.200015385798908 0.191754554170662
"ничего" 0.110453648915187 0.190461382982858 0.103792415169661 0.14050973810546 0.143050147023762 0.155688622754491 0.195228612705478 0.132724362727876 0.150399746695163 0.0978665100802505 0.117190657075891 0.0901253918495298 0.0949029222191467 0.0903945920452759 0.138405567858273 0.118357202035744 0.11770706634755 0.0913278271918679 0.107900731327179 0.12702445220705 0.175405147759771 0.200469021862471 0.126849894291755 0.114116170261326 0.197838989499315 0.195457566162386 0.197480153244599 0.218690201897919 0.184068301088744 0.140542650790552 0.230730123968558 0.201159626079754 0.0805369127516778 0.20435704646231 0.116786047960137 0.258119197133721 0.16419077404222 0.269900402949897 0.219247634433418 0.199424736337488
"ему" 0.0749506903353057 0.0738523729933533 0.0958083832335329 0.0936731587369736 0.0794723039020901 0.0838323353293413 0.0780914450821912 0.066362181363938 0.067284097205731 0.0782932080642004 0.0444516285460276 0.164576802507837 0.0593143263869667 0.1296965885867 0.0909522303068649 0.130192922239318 0.105936359712795 0.0675031766200762 0.0959117611797147 0.12305493807558 0.289799809342231 0.0983432937438535 0.24985585239285 0.159762638365856 0.186425201643585 0.238458230718111 0.0908408704925155 0.132776194009451 0.172319260593718 0.171774350966231 0.101677681748856 0.161716562142547 0.287631831255992 0.535955272797378 0.0700716287760822 0.358284855722926 0.140734949179046 0.376339998479434 0.219247634433418 0.295302013422819
"где" 0.130177514792899 0.143817778987056 0.155688622754491 0.18344326919324 0.210601605340539 0.223552894211577 0.140564601147944 0.171760940000781 0.150399746695163 0.187903699354081 0.165683342762467 0.156739811912226 0.14235438332872 0.137556987894985 0.110724454286618 0.165700082850041 0.172637030643073 0.22633418043202 0.151860288534548 0.194506192442045 0.125834127740705 0.113473031242908 0.0845665961945032 0.133135531971547 0.125551666413027 0.109456237050936 0.130336901141435 0.16011246924669 0.140988485940315 0.19129416357603 0.117320402017911 0.153827949355106 0.0728667305848514 0.134952766531714 0.151821862348178 0.227298994490889 0.156372165754496 0.155857979168251 0.22309408416032 0.10738255033557
"ей" 0.173570019723866 0.0971741749912543 0.131736526946108 0.179540220912533 0.0953667646825081 0.143712574850299 0.0976143063527391 0.148338993637038 0.130610306340537 0.0743785476609904 0.0404105714054797 0.117554858934169 0.0830400569417533 0.0903945920452759 0.0949066751028156 0.181481043121474 0.184407737277828 0.154860228716645 0.175838228829477 0.226262305493808 0.114394661582459 0.234510931235343 0.215260426676917 0.178782000076077 0.178816009739766 0.0351823619092295 0.0513448398435957 0.0741984613582224 0.125323098613613 0.0663673628733164 0.410621407062688 0.283990060347888 0.145733461169703 0.138808559861191 0.253036437246964 0.20033131717841 0.136825645035184 0.16346080742036 0.188476036618201 0.226270373921381
"уже" 0.0986193293885602 0.120495976989155 0.163672654690619 0.0741579173334374 0.115234840658031 0.0958083832335329 0.0976143063527391 0.113206074091424 0.0831156494894324 0.125269132902721 0.117190657075891 0.0979623824451411 0.0830400569417533 0.0746737934287062 0.0909522303068649 0.110466721900028 0.0784713775650332 0.146918678526048 0.0799264676497622 0.0754207684979359 0.236415633937083 0.238293365610107 0.19988468191428 0.174978127734033 0.266321716633694 0.164184355576404 0.150084916465895 0.148396922716445 0.180151954257069 0.199102088619949 0.222908763834031 0.216936851654637 0.226270373921381 0.304607673028726 0.229679227654936 0.219593943830181 0.136825645035184 0.133049494411921 0.13077929071467 0.187919463087248
"сейчас" 0.142011834319527 0.136043844987756 0.179640718562874 0.179540220912533 0.131129301438449 0.183632734530938 0.144469173402054 0.152242651364328 0.178104963191641 0.242708944999021 0.222258142730138 0.176332288401254 0.146308671754518 0.157207986165697 0.249130022144891 0.236714404071488 0.176560599521325 0.0952986022871665 0.203812492506894 0.178628135916164 0.0953288846520496 0.124820334367199 0.138381702863732 0.167370383049945 0.133160858316847 0.13682029631367 0.0710928551680556 0.117155465302456 0.133155792276964 0.121022838180753 0.0782136013452739 0.110440579024179 0.14189837008629 0.169654906497012 0.132357521021489 0.1425434372231 0.168100078186083 0.0836311107732076 0.153857989076083 0.10738255033557
"был" 0.0788954635108481 0.0699654059937031 0.0598802395209581 0.0351274345263651 0.127155686243344 0.0678642714570858 0.0741868728280817 0.0156146309091619 0.055410432992955 0.117439812096301 0.0565747999676715 0.188087774294671 0.0949029222191467 0.055022795157994 0.0514077823473584 0.106521481832169 0.0392356887825166 0.0635324015247776 0.0559485273548336 0.0793902826294062 0.293612964728313 0.121037899992435 0.257543724774169 0.19019361710221 0.216861969258865 0.254094836011102 0.197480153244599 0.164017651423439 0.199733688415446 0.19129416357603 0.199444683430449 0.23665838362324 0.210930009587728 0.23520339309813 0.186857676736219 0.354432330392572 0.242376856919468 0.247091918193568 0.169243787983691 0.24928092042186
"тут" 0.169625246548323 0.22155711898006 0.183632734530938 0.132703641544046 0.218548835730748 0.283433133732535 0.277224630041779 0.191279228637233 0.225599620042745 0.254452926208651 0.294997171260002 0.109717868338558 0.154217248606113 0.1296965885867 0.0711800063271117 0.0867952814928788 0.0980892219562914 0.222363405336722 0.103904407944691 0.119085423944109 0.129647283126787 0.113473031242908 0.0461272342879108 0.136939404313591 0.121747070461117 0.113365388374184 0.150084916465895 0.203069473190924 0.101825017623561 0.203006051141909 0.129052442219702 0.082830434268134 0.0536912751677852 0.123385386543281 0.077857365306758 0.0924606079284971 0.140734949179046 0.148255150916141 0.146165089622279 0.0882070949185043
