автор,название,серия,год,папка,имя_файла,conllu_cache,Number of Sentences,Number of Words,Number of Clauses,Mean Sentence Length,Mean Clause Length,Mean Number of Clauses per Sentence,Mean Tree Depth,Median Tree Depth,Minimum Tree Depth,Maximum Tree Depth,Mean Dependency Distance,Node-to-Terminal-Node Ratio,Average Levenshtein Distance between POS,Average Levenshtein Distance between deprel,Average NP Length,Complex NP Ratio,Number of Combined Clauses,Number of Coordinate Clauses,Number of Subordinate Clauses,Coordinate to Combined Clause Ratio,Subordinate to Combined Clause Ratio,Coordinate to Subordinate Clause Ratio,Coordinate Clause to Sentence Ratio,Subordinate Clause to Sentence Ratio,root_ratio,acl_ratio,acl:relcl_ratio,advcl_ratio,advcl:relcl_ratio,ccomp_ratio,csubj_ratio,csubj:outer_ratio,nsubj:outer_ratio,parataxis_ratio,xcomp_ratio,conj_ratio,__compute_seconds__
Дарья Донцова,Жираф – гроза пингвинов,Евлампия Романова,2020,evlampia,ЕР_Жираф – гроза пингвинов.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Жираф – гроза пингвинов.txt.russian-syntagrus-ud-2.12-230717.conllu,4544,36785,9745,8.1,3.77,2.14,3.74,4.0,2,11,2.63,1.82,9.0,9.21,1.6,0.41,5201,3182,2019,0.61,0.39,1.58,0.7,0.44,0.4662904053360698,0.012006157003591585,0.030066700872242176,0.038378655720882504,0.0,0.03971267316572601,0.02421754746023602,0.0,0.0,0.15197537198563366,0.06280143663417137,0.1745510518214469,5.87
Дарья Донцова,Золушка в шоколаде,Евлампия Романова,2007,evlampia,ЕР_Золушка в шоколаде.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Золушка в шоколаде.txt.russian-syntagrus-ud-2.12-230717.conllu,4444,36828,10182,8.29,3.62,2.29,3.7,3.0,2,12,2.7,1.8,9.87,9.85,1.6,0.41,5738,3944,1794,0.69,0.31,2.2,0.89,0.4,0.43645649184835983,0.01767825574543312,0.012669416617560401,0.04429385189550187,0.0,0.017972893341190337,0.024749558043606363,0.0,0.0,0.17953250834806522,0.05882930661952465,0.2078177175407582,6.04
Дарья Донцова,Имидж напрокат,Евлампия Романова,2016,evlampia,ЕР_Имидж напрокат.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Имидж напрокат.txt.russian-syntagrus-ud-2.12-230717.conllu,4283,36750,9776,8.58,3.76,2.28,3.82,4.0,2,11,2.7,1.81,9.3,9.76,1.61,0.42,5493,3507,1986,0.64,0.36,1.77,0.82,0.46,0.43811374795417346,0.019742225859247137,0.0199468085106383,0.04572422258592471,0.0,0.03876841243862521,0.023833878887070375,0.0,0.0,0.19005728314238954,0.055135024549918164,0.1686783960720131,6.24
Дарья Донцова,Император деревни Гадюкино,Евлампия Романова,2009,evlampia,ЕР_Император деревни Гадюкино.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Император деревни Гадюкино.txt.russian-syntagrus-ud-2.12-230717.conllu,3727,36866,9524,9.89,3.87,2.56,4.03,4.0,2,13,2.8,1.81,10.96,11.25,1.65,0.44,5797,3833,1964,0.66,0.34,1.95,1.03,0.53,0.3913271734565309,0.02740445191096178,0.013019739605207897,0.04609407811843763,0.0,0.025619487610247797,0.02624947501049979,0.0,0.0,0.17041159176816464,0.06782864342713146,0.23204535909281815,6.69
Дарья Донцова,Камасутра для Микки-Мауса,Евлампия Романова,2003,evlampia,ЕР_Камасутра для Микки-Мауса.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Камасутра для Микки-Мауса.txt.russian-syntagrus-ud-2.12-230717.conllu,3930,36821,9814,9.37,3.75,2.5,3.92,4.0,2,11,2.76,1.8,10.2,10.51,1.62,0.43,5884,3852,2032,0.65,0.35,1.9,0.98,0.52,0.4004483391073976,0.02720603219889953,0.012023639698390055,0.052883635622579986,0.0,0.02893825147748115,0.021703688608110863,0.0,0.0,0.17148970857958018,0.06429590381088242,0.2210108008966782,6.4
Дарья Донцова,Канкан на поминках,Евлампия Романова,2001,evlampia,ЕР_Канкан на поминках.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Канкан на поминках.txt.russian-syntagrus-ud-2.12-230717.conllu,3724,36873,9482,9.9,3.89,2.55,4.0,4.0,2,11,2.9,1.79,11.35,10.89,1.67,0.45,5758,3760,1998,0.65,0.35,1.88,1.01,0.54,0.3927441468044716,0.030162412993039442,0.01096815017928707,0.06306686353090066,0.0,0.02836954229065598,0.021514448428601562,0.0,0.0,0.17559586585108627,0.056633621598818816,0.22094494832313857,6.59
Дарья Донцова,Квазимодо на шпильках,Евлампия Романова,2003,evlampia,ЕР_Квазимодо на шпильках.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Квазимодо на шпильках.txt.russian-syntagrus-ud-2.12-230717.conllu,4002,36807,9879,9.2,3.73,2.47,3.91,4.0,2,13,2.78,1.8,9.49,10.06,1.59,0.41,5877,3789,2088,0.64,0.36,1.81,0.95,0.52,0.4051017309444276,0.02682457738637514,0.012450652900091102,0.06164591557849985,0.0,0.028545399331916185,0.02176333637007794,0.0,0.0,0.185949994938759,0.06012754327361069,0.19759084927624254,6.76
Дарья Донцова,Королева без башни,Евлампия Романова,2010,evlampia,ЕР_Королева без башни.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Королева без башни.txt.russian-syntagrus-ud-2.12-230717.conllu,4427,36823,9906,8.32,3.72,2.24,3.74,3.0,2,13,2.64,1.81,8.44,9.93,1.63,0.42,5479,3533,1946,0.64,0.36,1.82,0.8,0.44,0.4469008681607107,0.018978396931152837,0.017666060973147588,0.040985261457702406,0.0,0.02988088027458106,0.030183727034120734,0.0,0.0,0.16848374722390472,0.05875227135069655,0.18816878659398345,6.18
Дарья Донцова,Коронная роль Козы-дерезы,Евлампия Романова,2022,evlampia,ЕР_Коронная роль Козы-дерезы.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Коронная роль Козы-дерезы.txt.russian-syntagrus-ud-2.12-230717.conllu,4167,36807,9689,8.83,3.8,2.33,3.9,4.0,2,11,2.68,1.82,9.44,9.71,1.64,0.42,5522,3668,1854,0.66,0.34,1.98,0.88,0.44,0.43007534317267004,0.012798018371348953,0.024563938486943958,0.03632985860253896,0.0,0.03209825575394778,0.02074517494065435,0.0,0.0,0.17112189080400453,0.06481577046134793,0.2074517494065435,6.17
Дарья Донцова,Корпоратив королевской династии,Евлампия Романова,2016,evlampia,ЕР_Корпоратив королевской династии.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Корпоратив королевской династии.txt.russian-syntagrus-ud-2.12-230717.conllu,3996,36817,9263,9.21,3.97,2.32,3.86,4.0,2,12,2.8,1.81,10.41,10.83,1.68,0.45,5267,3308,1959,0.63,0.37,1.69,0.83,0.49,0.43139371693835693,0.025477707006369428,0.020295800496599375,0.04156320846378063,0.0,0.03648925833963079,0.025261794235129007,0.0,0.0,0.13537730756774263,0.062398790888481055,0.22174241606391018,6.45
Дарья Донцова,Коррида на раздевание,Евлампия Романова,2018,evlampia,ЕР_Коррида на раздевание.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Коррида на раздевание.txt.russian-syntagrus-ud-2.12-230717.conllu,4850,36855,9932,7.6,3.71,2.05,3.64,3.0,2,12,2.64,1.82,8.22,8.48,1.63,0.42,5082,3202,1880,0.63,0.37,1.7,0.66,0.39,0.4883205799436166,0.009766411598872331,0.02869512686266613,0.037354007249295204,0.0,0.03493757551349174,0.021043093032621828,0.0,0.0,0.15817559403946838,0.05749093838099074,0.16421667337897705,6.05
Дарья Донцова,Костюм Адама для Евы,Евлампия Романова,2012,evlampia,ЕР_Костюм Адама для Евы.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Костюм Адама для Евы.txt.russian-syntagrus-ud-2.12-230717.conllu,3650,36840,9224,10.09,3.99,2.53,4.11,4.0,2,14,2.72,1.82,11.74,10.76,1.68,0.45,5574,3389,2185,0.61,0.39,1.55,0.93,0.6,0.39570685169124026,0.02883781439722463,0.0199479618386817,0.053664353859496965,0.0,0.0345836947094536,0.028946227233304422,0.0,0.0,0.16392020815264527,0.07090199479618386,0.20349089332176928,6.74
Дарья Донцова,Кружок экстремального вязания,Евлампия Романова,2025,evlampia,ЕР_Кружок экстремального вязания.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Кружок экстремального вязания.txt.russian-syntagrus-ud-2.12-230717.conllu,4467,36824,9547,8.24,3.86,2.14,3.8,4.0,2,12,2.59,1.84,9.47,8.97,1.67,0.45,5080,3076,2004,0.61,0.39,1.53,0.69,0.45,0.4678956740337279,0.0150832722321148,0.025872001675919135,0.04430711218183723,0.0,0.03550853671310359,0.02419608253901749,0.0,0.0,0.14381481093537238,0.06494186655493872,0.17838064313396879,5.98
Дарья Донцова,Лампа разыскивает Алладина,Евлампия Романова,2005,evlampia,ЕР_Лампа разыскивает Алладина.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Лампа разыскивает Алладина.txt.russian-syntagrus-ud-2.12-230717.conllu,4203,36846,10030,8.77,3.67,2.39,3.74,3.0,2,11,2.83,1.79,9.05,10.03,1.6,0.43,5827,3758,2069,0.64,0.36,1.82,0.89,0.49,0.4189431704885344,0.026021934197407778,0.01226321036889332,0.05682951146560319,0.0,0.02642073778664008,0.024825523429710866,0.0,0.0,0.15942173479561317,0.06001994017946161,0.21525423728813559,6.41
Дарья Донцова,Леди Несовершенство,Евлампия Романова,2019,evlampia,ЕР_Леди Несовершенство.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Леди Несовершенство.txt.russian-syntagrus-ud-2.12-230717.conllu,4699,36833,9909,7.84,3.72,2.11,3.65,3.0,2,11,2.66,1.81,7.66,8.77,1.61,0.41,5210,3449,1761,0.66,0.34,1.96,0.73,0.37,0.47421535977394286,0.012513876274094258,0.023513977192451307,0.03804622060752851,0.0,0.03148652739933394,0.020688263195075184,0.0,0.0,0.16177212634978302,0.05146836209506509,0.1862952871127258,5.9
Дарья Донцова,Любовь-морковь и третий лишний,Евлампия Романова,2005,evlampia,ЕР_Любовь-морковь и третий лишний.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Любовь-морковь и третий лишний.txt.russian-syntagrus-ud-2.12-230717.conllu,3690,36841,9932,9.98,3.71,2.69,3.9,4.0,2,13,2.97,1.79,10.58,11.62,1.6,0.42,6242,4316,1926,0.69,0.31,2.24,1.17,0.52,0.3715263793797825,0.02305678614579138,0.011578735400724929,0.054470398711236406,0.0,0.024869109947643978,0.024869109947643978,0.0,0.0,0.1793193717277487,0.055074506645187274,0.25523560209424084,6.79
Дарья Донцова,Малютка Интрига,Евлампия Романова,2023,evlampia,ЕР_Малютка Интрига.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Малютка Интрига.txt.russian-syntagrus-ud-2.12-230717.conllu,4488,36775,9934,8.19,3.7,2.21,3.79,4.0,2,12,2.64,1.83,8.89,9.98,1.63,0.43,5446,3440,2006,0.63,0.37,1.71,0.77,0.45,0.45178175961344874,0.012784376887457217,0.026172740084558083,0.040265753976243206,0.0,0.034829877189450374,0.025669418159855042,0.0,0.0,0.16146567344473525,0.062210589893295754,0.1848198107509563,6.01
Дарья Донцова,Мамаша Бармалей,Евлампия Романова,2022,evlampia,ЕР_Мамаша Бармалей.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Мамаша Бармалей.txt.russian-syntagrus-ud-2.12-230717.conllu,4104,36796,9298,8.97,3.96,2.27,3.92,4.0,2,11,2.66,1.82,9.46,10.52,1.67,0.43,5194,3255,1939,0.63,0.37,1.68,0.79,0.47,0.4413852441385244,0.017530651753065174,0.02624220262422026,0.041836954183695416,0.0,0.03613680361368036,0.02430630243063024,0.0,0.0,0.15132286513228652,0.06248655624865562,0.19875241987524198,6.23
Дарья Донцова,Маникюр для покойника,Евлампия Романова,2000,evlampia,ЕР_Маникюр для покойника.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Маникюр для покойника.txt.russian-syntagrus-ud-2.12-230717.conllu,3698,36855,9395,9.97,3.92,2.54,4.03,4.0,2,10,2.76,1.8,10.17,10.24,1.65,0.45,5697,3825,1872,0.67,0.33,2.04,1.03,0.51,0.39361362426822777,0.021394358701436935,0.006599254922831293,0.06556679084619478,0.0,0.024161788185204897,0.02575838211814795,0.0,0.0,0.17232570516232038,0.05577434805747738,0.2348057477381586,6.79
Дарья Донцова,Маскарад любовных утех,Евлампия Романова,2015,evlampia,ЕР_Маскарад любовных утех.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Маскарад любовных утех.txt.russian-syntagrus-ud-2.12-230717.conllu,4074,36831,9421,9.04,3.91,2.31,3.9,4.0,2,12,2.74,1.81,9.83,10.68,1.66,0.44,5347,3314,2033,0.62,0.38,1.63,0.81,0.5,0.4324381700456427,0.022715210699501113,0.0175140643243817,0.04521812971022184,0.0,0.03842479566924955,0.023670523299012845,0.0,0.0,0.16091710009553126,0.06825177794289354,0.19085022821356543,6.41
Дарья Донцова,Матрешка в перьях,Евлампия Романова,2014,evlampia,ЕР_Матрешка в перьях.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Матрешка в перьях.txt.russian-syntagrus-ud-2.12-230717.conllu,3986,36764,9597,9.22,3.83,2.41,3.93,4.0,2,12,2.67,1.82,10.23,10.62,1.66,0.45,5611,3393,2218,0.6,0.4,1.53,0.85,0.56,0.4151297280400125,0.023861623423986664,0.02000625195373554,0.05397520058351568,0.0,0.03876211316036261,0.027404397207460664,0.0,0.0,0.15984161717203293,0.06731270188600605,0.19370636657288737,6.11
Дарья Донцова,Нежный супруг олигарха,Евлампия Романова,2007,evlampia,ЕР_Нежный супруг олигарха.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Нежный супруг олигарха.txt.russian-syntagrus-ud-2.12-230717.conllu,4332,36822,10035,8.5,3.67,2.32,3.76,3.0,2,11,2.67,1.81,9.41,10.88,1.6,0.42,5703,3780,1923,0.66,0.34,1.97,0.87,0.44,0.43168908819133034,0.020727453911310412,0.012057797708021923,0.043248629795715,0.0,0.027902341803687097,0.025411061285500747,0.0,0.0,0.184853014449427,0.0622820129546587,0.19182859990034878,6.3
Дарья Донцова,Но-шпа на троих,Евлампия Романова,2003,evlampia,ЕР_Но-шпа на троих.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Но-шпа на троих.txt.russian-syntagrus-ud-2.12-230717.conllu,3994,36842,9904,9.22,3.72,2.48,3.88,4.0,2,12,2.83,1.8,9.8,10.29,1.62,0.44,5910,3808,2102,0.64,0.36,1.81,0.95,0.53,0.4032714054927302,0.03200726978998385,0.010904684975767368,0.059067043618739906,0.0,0.023021001615508886,0.027564620355411955,0.0,0.0,0.172859450726979,0.05967285945072698,0.21163166397415187,6.89
Дарья Донцова,Ночная жизнь моей свекрови,Евлампия Романова,2010,evlampia,ЕР_Ночная жизнь моей свекрови.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Ночная жизнь моей свекрови.txt.russian-syntagrus-ud-2.12-230717.conllu,3986,36844,9878,9.24,3.73,2.48,3.91,4.0,2,11,2.73,1.81,9.59,10.97,1.63,0.42,5892,4032,1860,0.68,0.32,2.17,1.01,0.47,0.40352298036039685,0.018019842073294188,0.014679084834986839,0.036849564689208344,0.0,0.026422352702976312,0.026726057906458798,0.0,0.0,0.19163798339744886,0.06560032395221704,0.21654181008301276,6.47
Дарья Донцова,Обед у людоеда,Евлампия Романова,2001,evlampia,ЕР_Обед у людоеда.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Обед у людоеда.txt.russian-syntagrus-ud-2.12-230717.conllu,3748,36829,9207,9.83,4.0,2.46,4.03,4.0,2,10,2.79,1.79,9.63,10.31,1.67,0.45,5459,3566,1893,0.65,0.35,1.88,0.95,0.51,0.40708156837189097,0.03128054740957967,0.011838818290431194,0.057021831215379605,0.0,0.030303030303030304,0.023786249592701206,0.0,0.0,0.1750841750841751,0.05137395459976105,0.21222982513305094,6.44
Дарья Донцова,Огнетушитель Прометея,Евлампия Романова,2013,evlampia,ЕР_Огнетушитель Прометея.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Огнетушитель Прометея.txt.russian-syntagrus-ud-2.12-230717.conllu,3957,36864,9326,9.32,3.95,2.36,3.91,4.0,2,11,2.74,1.8,10.86,10.62,1.67,0.44,5369,3340,2029,0.62,0.38,1.65,0.84,0.51,0.42429766244906714,0.020587604546429338,0.01994424190435342,0.05039674029594682,0.0,0.03774394166845379,0.02798627493030238,0.0,0.0,0.1633068839802702,0.06090499678318679,0.19483165344199013,6.38
Дарья Донцова,Ошибка Девочки-с-пальчик,Евлампия Романова,2024,evlampia,ЕР_Ошибка Девочки-с-пальчик.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Ошибка Девочки-с-пальчик.txt.russian-syntagrus-ud-2.12-230717.conllu,4774,36804,10001,7.71,3.68,2.09,3.7,3.0,2,11,2.56,1.83,8.7,8.09,1.65,0.43,5227,3204,2023,0.61,0.39,1.58,0.67,0.42,0.47735226477352266,0.012898710128987101,0.0217978202179782,0.040495950404959506,0.0,0.035896410358964105,0.025297470252974703,0.0,0.0,0.15408459154084592,0.0658934106589341,0.16628337166283372,4.72
Дарья Донцова,Покер с акулой,Евлампия Романова,2000,evlampia,ЕР_Покер с акулой.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Покер с акулой.txt.russian-syntagrus-ud-2.12-230717.conllu,3543,36865,9240,10.41,3.99,2.61,4.16,4.0,2,10,2.77,1.8,10.84,11.28,1.67,0.45,5697,3659,2038,0.64,0.36,1.8,1.03,0.58,0.38333333333333336,0.02738095238095238,0.00974025974025974,0.0724025974025974,0.0,0.02608225108225108,0.02088744588744589,0.0,0.0,0.16753246753246753,0.06417748917748918,0.22846320346320345,5.07
Дарья Донцова,Принцесса на Кириешках,Евлампия Романова,2004,evlampia,ЕР_Принцесса на Кириешках.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Принцесса на Кириешках.txt.russian-syntagrus-ud-2.12-230717.conllu,3993,36837,9745,9.23,3.78,2.44,3.89,4.0,2,12,2.78,1.78,10.67,10.3,1.61,0.42,5752,3657,2095,0.64,0.36,1.75,0.92,0.52,0.40974858902001027,0.027706516162134428,0.01159569009748589,0.05305284761416111,0.0,0.030169317598768598,0.03047716777834787,0.0,0.0,0.17773217034376604,0.06198050282195998,0.19753719856336582,5.65
Дарья Донцова,Прогноз гадостей на завтра,Евлампия Романова,2001,evlampia,ЕР_Прогноз гадостей на завтра.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Прогноз гадостей на завтра.txt.russian-syntagrus-ud-2.12-230717.conllu,3701,36831,9464,9.95,3.89,2.56,4.08,4.0,2,11,2.79,1.81,11.15,11.18,1.66,0.45,5763,3731,2032,0.65,0.35,1.84,1.01,0.55,0.39106086221470837,0.03106508875739645,0.015426880811496195,0.06456043956043957,0.0,0.028106508875739646,0.023774302620456468,0.0,0.0,0.1804733727810651,0.051775147928994084,0.21375739644970415,6.87
Дарья Донцова,Пряник с черной икрой,Евлампия Романова,2017,evlampia,ЕР_Пряник с черной икрой.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Пряник с черной икрой.txt.russian-syntagrus-ud-2.12-230717.conllu,4397,36793,9746,8.37,3.78,2.22,3.77,4.0,2,12,2.66,1.79,8.88,8.8,1.61,0.41,5349,3382,1967,0.63,0.37,1.72,0.77,0.45,0.45115945003078184,0.014364867638005336,0.02544633695875231,0.04504412066488816,0.0,0.036425200082084955,0.0241124563923661,0.0,0.0,0.18274163759491074,0.056433408577878104,0.16427252206033244,7.22
Дарья Донцова,Пятизвездочный теремок,Евлампия Романова,2018,evlampia,ЕР_Пятизвездочный теремок.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Пятизвездочный теремок.txt.russian-syntagrus-ud-2.12-230717.conllu,4567,36799,9960,8.06,3.69,2.18,3.66,3.0,2,11,2.68,1.81,8.94,8.96,1.6,0.41,5393,3518,1875,0.65,0.35,1.88,0.77,0.41,0.45853413654618475,0.012951807228915663,0.024297188755020082,0.037248995983935745,0.0,0.03283132530120482,0.02078313253012048,0.0,0.0,0.16174698795180723,0.060140562248995985,0.19146586345381525,6.38
Дарья Донцова,Сволочь ненаглядная,Евлампия Романова,2000,evlampia,ЕР_Сволочь ненаглядная.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Сволочь ненаглядная.txt.russian-syntagrus-ud-2.12-230717.conllu,3835,36825,9552,9.6,3.86,2.49,4.02,4.0,2,11,2.76,1.81,10.33,10.79,1.68,0.45,5717,3891,1826,0.68,0.32,2.13,1.01,0.48,0.4014865996649916,0.025649078726968175,0.007328308207705193,0.0638609715242881,0.0,0.02208961474036851,0.02198492462311558,0.0,0.0,0.19357202680067,0.05025125628140704,0.21377721943048575,7.22
Дарья Донцова,Синий мопс счастья,Евлампия Романова,2004,evlampia,ЕР_Синий мопс счастья.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Синий мопс счастья.txt.russian-syntagrus-ud-2.12-230717.conllu,4071,36813,9911,9.04,3.71,2.43,3.81,4.0,2,12,2.84,1.8,10.38,10.37,1.59,0.42,5840,3904,1936,0.67,0.33,2.02,0.96,0.48,0.41075572596105336,0.025426294016749066,0.01341943295328423,0.048027444253859346,0.0,0.02451821208757946,0.024013722126929673,0.0,0.0,0.16295025728987994,0.05993340732519423,0.23095550398547068,5.7
Дарья Донцова,Созвездие жадных псов,Евлампия Романова,2001,evlampia,ЕР_Созвездие жадных псов.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Созвездие жадных псов.txt.russian-syntagrus-ud-2.12-230717.conllu,3929,36829,9501,9.37,3.88,2.42,3.94,4.0,2,15,2.82,1.79,10.11,10.8,1.65,0.44,5572,3877,1695,0.7,0.3,2.29,0.99,0.43,0.41353541732449217,0.02820755709925271,0.010104199557941269,0.04673192295547837,0.0,0.028102305020524156,0.020734659509525313,0.0,0.0,0.19629512682875486,0.04452162930217872,0.21176718240185244,7.0
Дарья Донцова,Такси до леса Берендея,Евлампия Романова,2025,evlampia,ЕР_Такси до леса Берендея.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Такси до леса Берендея.txt.russian-syntagrus-ud-2.12-230717.conllu,4348,36809,9770,8.47,3.77,2.25,3.84,4.0,2,11,2.64,1.82,8.57,9.95,1.64,0.43,5422,3385,2037,0.62,0.38,1.66,0.78,0.47,0.44503582395087,0.012384851586489254,0.02436028659160696,0.04370522006141249,0.0,0.03623336745138178,0.027430910951893553,0.0,0.0,0.15301944728761516,0.06438075742067553,0.19344933469805528,6.05
Дарья Донцова,Фанера Милосская,Евлампия Романова,2007,evlampia,ЕР_Фанера Милосская.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Фанера Милосская.txt.russian-syntagrus-ud-2.12-230717.conllu,4449,36866,10054,8.29,3.67,2.26,3.7,3.0,2,12,2.66,1.79,8.54,9.53,1.59,0.41,5605,3864,1741,0.69,0.31,2.22,0.87,0.39,0.4425104436045355,0.017406007559180425,0.012035010940919038,0.0410781778396658,0.0,0.026158742788939725,0.020986671971354686,0.0,0.0,0.1921623234533519,0.05550029838870101,0.1921623234533519,5.84
Дарья Донцова,Фиговый листочек от кутюр,Евлампия Романова,2002,evlampia,ЕР_Фиговый листочек от кутюр.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Фиговый листочек от кутюр.txt.russian-syntagrus-ud-2.12-230717.conllu,3806,36822,9446,9.67,3.9,2.48,4.0,4.0,2,11,2.78,1.8,10.74,11.22,1.63,0.43,5640,3468,2172,0.61,0.39,1.6,0.91,0.57,0.4029218716917214,0.035147152233749736,0.015244547956807113,0.06468346390006352,0.0,0.03207706965911497,0.021702307855176795,0.0,0.0,0.1725598136777472,0.06108405674359517,0.19457971628202414,6.37
Дарья Донцова,Фигура легкого эпатажа,Евлампия Романова,2006,evlampia,ЕР_Фигура легкого эпатажа.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Фигура легкого эпатажа.txt.russian-syntagrus-ud-2.12-230717.conllu,4076,36852,10073,9.04,3.66,2.47,3.9,4.0,2,12,2.77,1.82,10.32,10.54,1.62,0.42,5997,3932,2065,0.66,0.34,1.9,0.96,0.51,0.4046460835897945,0.02640722724113968,0.012210860716767597,0.05321155564380026,0.0,0.02184056388364936,0.027002878983421026,0.0,0.0,0.2200933187729574,0.06433038816638538,0.1702571230020848,6.6
Дарья Донцова,Фэн-шуй без тормозов,Евлампия Романова,2008,evlampia,ЕР_Фэн-шуй без тормозов.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Фэн-шуй без тормозов.txt.russian-syntagrus-ud-2.12-230717.conllu,4788,36836,10155,7.69,3.63,2.12,3.62,3.0,2,12,2.62,1.8,8.52,8.43,1.63,0.43,5367,3699,1668,0.69,0.31,2.22,0.77,0.35,0.47149187592319053,0.018709995076317085,0.01102904972919744,0.04204825209256524,0.0,0.01979320531757755,0.023141309699655343,0.0,0.0,0.1985228951255539,0.04953225012309207,0.1657311669128508,5.25
Дарья Донцова,Хождение под мухой,Евлампия Романова,2002,evlampia,ЕР_Хождение под мухой.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Хождение под мухой.txt.russian-syntagrus-ud-2.12-230717.conllu,4109,36858,9961,8.97,3.7,2.42,3.9,4.0,2,12,2.76,1.81,9.48,9.56,1.61,0.42,5852,3730,2122,0.64,0.36,1.76,0.91,0.52,0.4125087842586086,0.03142254793695412,0.010641501857243248,0.06314627045477361,0.0,0.027908844493524747,0.022487702037947997,0.0,0.0,0.1706655958237125,0.057423953418331494,0.2037947997189037,5.85
Дарья Донцова,Хорошие манеры Соловья-разбойника,Евлампия Романова,2021,evlampia,ЕР_Хорошие манеры Соловья-разбойника.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Хорошие манеры Соловья-разбойника.txt.russian-syntagrus-ud-2.12-230717.conllu,4517,36778,9710,8.14,3.79,2.15,3.71,4.0,2,11,2.64,1.8,9.03,8.95,1.6,0.41,5193,3428,1765,0.66,0.34,1.94,0.76,0.39,0.4651905252317199,0.0101956745623069,0.02203913491246138,0.0349124613800206,0.0,0.03748712667353244,0.022245108135942326,0.0,0.0,0.16446961894953657,0.054891864057672504,0.1885684860968074,10.47
Дарья Донцова,Черный список деда Мазая,Евлампия Романова,2011,evlampia,ЕР_Черный список деда Мазая.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\evlampia__ЕР_Черный список деда Мазая.txt.russian-syntagrus-ud-2.12-230717.conllu,3961,36809,9435,9.29,3.9,2.38,3.94,4.0,2,13,2.71,1.8,9.57,11.35,1.67,0.44,5474,3562,1912,0.65,0.35,1.86,0.9,0.48,0.4198198198198198,0.022151563328033915,0.02077371489136195,0.04112347641759406,0.0,0.03317435082140965,0.028086910439851617,0.0,0.0,0.16375198728139906,0.05733969263381028,0.21377848436671967,7.67
