автор,название,серия,год,папка,имя_файла,conllu_cache,Number of Sentences,Number of Words,Number of Clauses,Mean Sentence Length,Mean Clause Length,Mean Number of Clauses per Sentence,Mean Tree Depth,Median Tree Depth,Minimum Tree Depth,Maximum Tree Depth,Mean Dependency Distance,Node-to-Terminal-Node Ratio,Average Levenshtein Distance between POS,Average Levenshtein Distance between deprel,Average NP Length,Complex NP Ratio,Number of Combined Clauses,Number of Coordinate Clauses,Number of Subordinate Clauses,Coordinate to Combined Clause Ratio,Subordinate to Combined Clause Ratio,Coordinate to Subordinate Clause Ratio,Coordinate Clause to Sentence Ratio,Subordinate Clause to Sentence Ratio,root_ratio,acl_ratio,acl:relcl_ratio,advcl_ratio,advcl:relcl_ratio,ccomp_ratio,csubj_ratio,csubj:outer_ratio,nsubj:outer_ratio,parataxis_ratio,xcomp_ratio,conj_ratio,__compute_seconds__
Дарья Донцова,Досье на Крошку Че,Даша Васильева,2006,dasha,ДВ_Досье на Крошку Че.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Досье на Крошку Че.txt.russian-syntagrus-ud-2.12-230717.conllu,3945,36826,9669,9.33,3.81,2.45,3.93,4.0,2,13,2.78,1.8,10.78,10.91,1.66,0.44,5724,3738,1986,0.65,0.35,1.88,0.95,0.5,0.4080049643189575,0.02595925121522391,0.014168993691177991,0.049746612886544625,0.0,0.026993484331368292,0.025752404591995036,0.0,0.0,0.19588375219774537,0.0627779501499638,0.19071258661702348,7.06
Дарья Донцова,Другая жизнь оборотня,Даша Васильева,2016,dasha,ДВ_Другая жизнь оборотня.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Другая жизнь оборотня.txt.russian-syntagrus-ud-2.12-230717.conllu,4198,36838,9617,8.78,3.83,2.29,3.85,4.0,2,13,2.69,1.82,8.96,9.95,1.64,0.43,5419,3279,2140,0.61,0.39,1.53,0.78,0.51,0.436414682333368,0.02246022668191744,0.0246438598315483,0.047208069044400544,0.0,0.03628990329624623,0.030778829156701673,0.0,0.0,0.17406675678486014,0.061245710720598937,0.16689196215035873,6.56
Дарья Донцова,Жаба с кошельком,Даша Васильева,2003,dasha,ДВ_Жаба с кошельком.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Жаба с кошельком.txt.russian-syntagrus-ud-2.12-230717.conllu,3852,36748,9858,9.54,3.73,2.56,3.93,4.0,2,11,2.88,1.8,11.57,10.54,1.61,0.42,6006,4079,1927,0.68,0.32,2.12,1.06,0.5,0.3907486305538649,0.025867315885575167,0.01328869953337391,0.05386488131466829,0.0,0.02251978088861838,0.020998174071819843,0.0,0.0,0.182288496652465,0.05893690403733009,0.23148711706228445,8.68
Дарья Донцова,Жена моего мужа,Даша Васильева,2000,dasha,ДВ_Жена моего мужа.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Жена моего мужа.txt.russian-syntagrus-ud-2.12-230717.conllu,4102,36830,9131,8.98,4.03,2.23,3.94,4.0,2,11,2.57,1.83,9.53,9.16,1.73,0.48,5029,3079,1950,0.61,0.39,1.58,0.75,0.48,0.44923885664220786,0.024641331727083562,0.008104260212463039,0.06581973496878765,0.0,0.031869455700361406,0.022779542218815025,0.0,0.0,0.15179060343883474,0.060343883473880186,0.18541233161756654,6.38
Дарья Донцова,За всеми зайцами,Даша Васильева,1999,dasha,ДВ_За всеми зайцами.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_За всеми зайцами.txt.russian-syntagrus-ud-2.12-230717.conllu,3902,36817,9051,9.44,4.07,2.32,3.99,4.0,2,11,2.62,1.79,9.22,9.69,1.68,0.46,5149,3229,1920,0.63,0.37,1.68,0.83,0.49,0.43111258424483484,0.022317975914263617,0.009943652635067949,0.05236990387802453,0.0,0.03745442492542261,0.02795271240746879,0.0,0.0,0.1582145619268589,0.06209258645453541,0.19854159761352336,6.12
Дарья Донцова,Змеиный гаджет,Даша Васильева,2019,dasha,ДВ_Змеиный гаджет.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Змеиный гаджет.txt.russian-syntagrus-ud-2.12-230717.conllu,4758,36823,9801,7.74,3.76,2.06,3.62,3.0,2,13,2.67,1.81,8.48,8.94,1.61,0.41,5043,3273,1770,0.65,0.35,1.85,0.69,0.37,0.4854606672788491,0.010509131721252934,0.022752780328537905,0.036118763391490664,0.0,0.0315273951637588,0.021426385062748698,0.0,0.0,0.14937251300887663,0.05825936128966432,0.18457300275482094,6.1
Дарья Донцова,Игра в жмурики,Даша Васильева,1999,dasha,ДВ_Игра в жмурики.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Игра в жмурики.txt.russian-syntagrus-ud-2.12-230717.conllu,4148,36696,9224,8.85,3.98,2.22,3.84,4.0,2,11,2.6,1.74,8.38,10.62,1.61,0.41,5076,3092,1984,0.61,0.39,1.56,0.75,0.48,0.4496964440589766,0.017237640936686904,0.010082393755420641,0.051496097137901126,0.0,0.04401561144839549,0.02699479618386817,0.0,0.0,0.1811578490893322,0.0652645273200347,0.1540546400693842,5.96
Дарья Донцова,Ипотека на Марсе,Даша Васильева,2025,dasha,ДВ_Ипотека на Марсе.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Ипотека на Марсе.txt.russian-syntagrus-ud-2.12-230717.conllu,4372,36806,9709,8.42,3.79,2.22,3.83,4.0,2,14,2.65,1.81,8.68,8.65,1.63,0.42,5337,3422,1915,0.64,0.36,1.79,0.78,0.44,0.4503038417962715,0.01534658564218766,0.025337315892470902,0.04130188484910907,0.0,0.032444124008651765,0.024925327016170562,0.0,0.0,0.16798846431146358,0.05788443712019775,0.18446801936347718,6.49
Дарья Донцова,Кактус второй свежести,Даша Васильева,2022,dasha,ДВ_Кактус второй свежести.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Кактус второй свежести.txt.russian-syntagrus-ud-2.12-230717.conllu,4101,36783,9662,8.97,3.81,2.36,3.88,4.0,2,13,2.72,1.81,9.5,9.9,1.59,0.41,5561,3698,1863,0.66,0.34,1.98,0.9,0.45,0.42444628441316495,0.014800248395777272,0.023701097081349615,0.0386048437176568,0.0,0.03756986131235769,0.022562616435520596,0.0,0.0,0.1629062305940799,0.055578555164562206,0.21983026288553095,5.85
Дарья Донцова,Камин для Снегурочки,Даша Васильева,2004,dasha,ДВ_Камин для Снегурочки.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Камин для Снегурочки.txt.russian-syntagrus-ud-2.12-230717.conllu,4460,36765,10548,8.24,3.49,2.37,3.66,3.0,2,12,2.84,1.77,9.37,9.05,1.53,0.38,6088,4260,1828,0.7,0.3,2.33,0.96,0.41,0.42282897231702693,0.01981418278346606,0.009290860826697004,0.04512703830109974,0.0,0.02626090254076602,0.020572620401971938,0.0,0.0,0.17946530147895334,0.05223739097459234,0.22440273037542663,7.18
Дарья Донцова,Кекс от сапожника (в кн. Новогодний детектив 2015),Даша Васильева,2015,dasha,ДВ_Кекс от сапожника (в кн. Новогодний детектив 2015).txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Кекс от сапожника (в кн. Новогодний детектив 2015).txt.russian-syntagrus-ud-2.12-230717.conllu,4032,36722,9210,9.11,3.99,2.28,3.85,4.0,2,11,2.87,1.76,10.37,10.92,1.66,0.44,5178,2995,2183,0.58,0.42,1.37,0.74,0.54,0.43778501628664496,0.03420195439739414,0.020738327904451685,0.07187839305103148,0.0,0.033659066232356136,0.019543973941368076,0.0,0.0,0.1490770901194354,0.057003257328990226,0.1761129207383279,7.14
Дарья Донцова,Клетчатая зебра,Даша Васильева,2009,dasha,ДВ_Клетчатая зебра.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Клетчатая зебра.txt.russian-syntagrus-ud-2.12-230717.conllu,3846,36870,9510,9.59,3.88,2.47,3.98,4.0,2,12,2.67,1.81,11.29,10.89,1.63,0.43,5664,3500,2164,0.62,0.38,1.62,0.91,0.56,0.40441640378548893,0.02849631966351209,0.01934805467928496,0.05425867507886435,0.0,0.026393270241850682,0.02513144058885384,0.0,0.0,0.16424815983175606,0.07392218717139853,0.20378548895899054,7.21
Дарья Донцова,Коза и семеро волчат,Даша Васильева,2021,dasha,ДВ_Коза и семеро волчат.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Коза и семеро волчат.txt.russian-syntagrus-ud-2.12-230717.conllu,4175,36779,9749,8.81,3.77,2.34,3.84,4.0,2,12,2.73,1.82,9.56,9.69,1.61,0.41,5574,3675,1899,0.66,0.34,1.94,0.88,0.45,0.4282490511847369,0.012924402502820802,0.02461790952918248,0.0372345881628885,0.0,0.034567647963893736,0.024002461790952917,0.0,0.0,0.16278592676171916,0.06144219919991794,0.21417581290388757,6.61
Дарья Донцова,Компот из запретного плода,Даша Васильева,2005,dasha,ДВ_Компот из запретного плода.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Компот из запретного плода.txt.russian-syntagrus-ud-2.12-230717.conllu,3736,36838,9966,9.86,3.7,2.67,3.93,4.0,2,11,2.92,1.79,10.52,10.93,1.62,0.43,6230,4193,2037,0.67,0.33,2.06,1.12,0.55,0.37487457355007026,0.023479831426851294,0.012542644992976118,0.05518763796909492,0.0,0.02659040738510937,0.024583584186233194,0.0,0.0,0.17138270118402568,0.062010836845273934,0.24934778246036524,7.57
Дарья Донцова,Контрольный поцелуй,Даша Васильева,2000,dasha,ДВ_Контрольный поцелуй.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Контрольный поцелуй.txt.russian-syntagrus-ud-2.12-230717.conllu,3869,36825,8878,9.52,4.15,2.29,4.02,4.0,2,10,2.63,1.81,9.22,10.35,1.75,0.49,5009,2855,2154,0.57,0.43,1.33,0.74,0.56,0.4357963505293985,0.03311556656904708,0.007884658706915973,0.06792070286100473,0.0,0.03424194638432079,0.027821581437260646,0.0,0.0,0.14823158369002026,0.07163775625140797,0.17334985357062402,6.32
Дарья Донцова,Крутые наследнички,Даша Васильева,1999,dasha,ДВ_Крутые наследнички.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Крутые наследнички.txt.russian-syntagrus-ud-2.12-230717.conllu,4139,36702,9240,8.87,3.97,2.23,3.85,4.0,2,11,2.6,1.74,9.59,9.35,1.61,0.41,5101,3118,1983,0.61,0.39,1.57,0.75,0.48,0.4479437229437229,0.0170995670995671,0.010064935064935065,0.05108225108225108,0.0,0.04404761904761905,0.02727272727272727,0.0,0.0,0.18484848484848485,0.06504329004329004,0.1525974025974026,6.03
Дарья Донцова,Лебединое озеро Ихтиандра,Даша Васильева,2010,dasha,ДВ_Лебединое озеро Ихтиандра.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Лебединое озеро Ихтиандра.txt.russian-syntagrus-ud-2.12-230717.conllu,4301,36880,10214,8.57,3.61,2.37,3.77,4.0,2,11,2.67,1.82,10.32,9.58,1.59,0.41,5913,4077,1836,0.69,0.31,2.22,0.95,0.43,0.421088701781868,0.01762287056980615,0.015958488349324458,0.0352457411396123,0.0,0.02310554141374584,0.02565106716271784,0.0,0.0,0.1809281378500098,0.06216957117681614,0.21822988055609946,6.29
Дарья Донцова,Легенда о трех мартышках,Даша Васильева,2009,dasha,ДВ_Легенда о трех мартышках.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Легенда о трех мартышках.txt.russian-syntagrus-ud-2.12-230717.conllu,3705,36850,9434,9.95,3.91,2.55,3.93,4.0,2,13,2.84,1.79,10.8,12.02,1.6,0.41,5729,3907,1822,0.68,0.32,2.14,1.05,0.49,0.39272842908628364,0.02035191859232563,0.015369938520245919,0.04345982616069536,0.0,0.030209879160483358,0.023955904176383293,0.0,0.0,0.1666313334746661,0.05978376086495654,0.24750900996396014,6.96
Дарья Донцова,Личное дело женщины-кошки,Даша Васильева,2007,dasha,ДВ_Личное дело женщины-кошки.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Личное дело женщины-кошки.txt.russian-syntagrus-ud-2.12-230717.conllu,4487,36844,10213,8.21,3.61,2.28,3.6,3.0,2,13,2.73,1.78,9.25,9.58,1.55,0.38,5726,3998,1728,0.7,0.3,2.31,0.89,0.39,0.4393420150788211,0.015862136492705375,0.007931068246352688,0.042592773915597765,0.0,0.02349946147067463,0.022618231665524333,0.0,0.0,0.1690002937432684,0.056692450798002544,0.22246156858905317,6.35
Дарья Донцова,Любовница египетской мумии,Даша Васильева,2010,dasha,ДВ_Любовница египетской мумии.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Любовница египетской мумии.txt.russian-syntagrus-ud-2.12-230717.conllu,3833,36813,9537,9.6,3.86,2.49,3.97,4.0,2,13,2.7,1.81,10.42,11.29,1.65,0.44,5704,3746,1958,0.66,0.34,1.91,0.98,0.51,0.40190835692565796,0.022963195973576597,0.017615602390688895,0.04403900597672224,0.0,0.027996225228059137,0.024536017615602392,0.0,0.0,0.1784628289818601,0.06815560448778442,0.21432316242004823,7.22
Дарья Донцова,Лягушка Баскервилей,Даша Васильева,2007,dasha,ДВ_Лягушка Баскервилей.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Лягушка Баскервилей.txt.russian-syntagrus-ud-2.12-230717.conllu,4330,36864,10128,8.51,3.64,2.34,3.79,3.0,2,11,2.71,1.81,9.42,9.72,1.64,0.43,5798,3843,1955,0.66,0.34,1.97,0.89,0.45,0.42752764612954186,0.023696682464454975,0.011255924170616114,0.04522116903633491,0.0,0.022116903633491312,0.031101895734597155,0.0,0.0,0.18878357030015797,0.05963665086887836,0.19065955766192733,6.75
Дарья Донцова,Медовое путешествие втроем,Даша Васильева,2013,dasha,ДВ_Медовое путешествие втроем.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Медовое путешествие втроем.txt.russian-syntagrus-ud-2.12-230717.conllu,3670,36798,9229,10.03,3.99,2.51,4.08,4.0,2,12,2.72,1.8,10.49,11.2,1.68,0.45,5559,3291,2268,0.59,0.41,1.45,0.9,0.62,0.39765955141402104,0.03142268934879185,0.021779174341748836,0.051468198071296996,0.0,0.03911583053418572,0.025571567883844404,0.0,0.0,0.1494203055585654,0.07638964134792502,0.20717304149962076,7.11
Дарья Донцова,Метро до Африки,Даша Васильева,2008,dasha,ДВ_Метро до Африки.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Метро до Африки.txt.russian-syntagrus-ud-2.12-230717.conllu,4210,36806,9734,8.74,3.78,2.31,3.8,4.0,2,13,2.68,1.8,9.07,10.58,1.64,0.43,5524,3641,1883,0.66,0.34,1.93,0.86,0.45,0.4325046229710294,0.023833983973700432,0.011095130470515718,0.0471543044996918,0.0,0.027840558865831106,0.022909389767824122,0.0,0.0,0.18502157386480378,0.0606122868296692,0.18902814875693447,6.69
Дарья Донцова,Мокрое дело водяного,Даша Васильева,2020,dasha,ДВ_Мокрое дело водяного.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Мокрое дело водяного.txt.russian-syntagrus-ud-2.12-230717.conllu,4504,36779,9942,8.17,3.7,2.21,3.74,3.0,2,11,2.66,1.81,9.08,9.12,1.59,0.4,5438,3518,1920,0.65,0.35,1.83,0.78,0.43,0.45302755984711324,0.012371756185878094,0.026453429893381612,0.040535103600885136,0.0,0.03208609937638302,0.025648762824381412,0.0,0.0,0.16827600080466706,0.05602494467913901,0.1855763427881714,7.52
Дарья Донцова,Мыльная сказка Шахерезады,Даша Васильева,2011,dasha,ДВ_Мыльная сказка Шахерезады.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Мыльная сказка Шахерезады.txt.russian-syntagrus-ud-2.12-230717.conllu,4030,36869,9648,9.15,3.82,2.39,3.89,4.0,2,10,2.72,1.81,10.44,9.61,1.65,0.43,5618,3650,1968,0.65,0.35,1.85,0.91,0.49,0.41770315091210614,0.021455223880597014,0.019693200663349918,0.042392205638474297,0.0,0.031198175787728027,0.027259535655058044,0.0,0.0,0.16677031509121062,0.06198175787728027,0.2115464344941957,4.05
Дарья Донцова,Небо в рублях,Даша Васильева,2005,dasha,ДВ_Небо в рублях.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Небо в рублях.txt.russian-syntagrus-ud-2.12-230717.conllu,4360,36811,9925,8.44,3.71,2.28,3.74,3.0,2,12,2.7,1.79,9.52,10.5,1.62,0.43,5565,3657,1908,0.66,0.34,1.92,0.84,0.44,0.43929471032745593,0.024080604534005037,0.011788413098236776,0.05047858942065491,0.0,0.022670025188916875,0.023476070528967254,0.0,0.0,0.18005037783375316,0.059748110831234255,0.18841309823677582,3.63
Дарья Донцова,Несекретные материалы,Даша Васильева,2000,dasha,ДВ_Несекретные материалы.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Несекретные материалы.txt.russian-syntagrus-ud-2.12-230717.conllu,3741,36755,9052,9.82,4.06,2.42,4.1,4.0,2,12,2.68,1.83,10.13,10.81,1.74,0.49,5311,3270,2041,0.62,0.38,1.6,0.87,0.55,0.4132788334069819,0.02894387980556783,0.007622624834290765,0.07037118868758285,0.0,0.03137428192664605,0.025187803800265134,0.0,0.0,0.15134776844896156,0.06197525408749448,0.20989836500220946,4.35
Дарья Донцова,Ночной клуб на Лысой горе,Даша Васильева,2017,dasha,ДВ_Ночной клуб на Лысой горе.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Ночной клуб на Лысой горе.txt.russian-syntagrus-ud-2.12-230717.conllu,4348,36774,9858,8.46,3.73,2.27,3.81,3.0,2,15,2.68,1.82,9.08,9.86,1.63,0.42,5510,3465,2045,0.63,0.37,1.69,0.8,0.47,0.4410630959626699,0.017752079529316293,0.024852911341042807,0.04463379995942382,0.0,0.034996956786366405,0.023737066342057214,0.0,0.0,0.1927368634611483,0.06147291539866099,0.15875431121931427,3.73
Дарья Донцова,Пальцы китайским веером,Даша Васильева,2012,dasha,ДВ_Пальцы китайским веером.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Пальцы китайским веером.txt.russian-syntagrus-ud-2.12-230717.conllu,3901,36818,9411,9.44,3.91,2.41,3.97,4.0,2,13,2.7,1.8,9.93,10.71,1.66,0.44,5510,3383,2127,0.61,0.39,1.59,0.87,0.55,0.4145149293380087,0.028158537881202848,0.01944532993305706,0.05047285091913718,0.0,0.036021676761236854,0.029752417383912443,0.0,0.0,0.15556263946445648,0.06216130060567421,0.2039103177133142,3.76
Дарья Донцова,Пиявка голубых кровей,Даша Васильева,2020,dasha,ДВ_Пиявка голубых кровей.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Пиявка голубых кровей.txt.russian-syntagrus-ud-2.12-230717.conllu,4696,36789,9928,7.83,3.71,2.11,3.65,3.0,2,12,2.61,1.8,8.9,9.46,1.6,0.41,5232,3339,1893,0.64,0.36,1.76,0.71,0.4,0.47300564061240935,0.013195004029008865,0.02427477840451249,0.03757050765511684,0.0,0.038275584206285254,0.020447219983883963,0.0,0.0,0.15783642224012892,0.05690975020145044,0.17848509266720386,3.64
Дарья Донцова,Плохая репутация Курочки Рябы,Даша Васильева,2022,dasha,ДВ_Плохая репутация Курочки Рябы.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Плохая репутация Курочки Рябы.txt.russian-syntagrus-ud-2.12-230717.conllu,4385,36817,9687,8.4,3.8,2.21,3.8,4.0,2,12,2.65,1.83,8.51,9.07,1.63,0.42,5302,3375,1927,0.64,0.36,1.75,0.77,0.44,0.45266852482708786,0.012697429544750697,0.026943326107153918,0.04108599153504697,0.0,0.0341695055228657,0.025188396820481056,0.0,0.0,0.14834314029111179,0.05884174667079591,0.2000619386807061,3.03
Дарья Донцова,Полет над гнездом индюшки,Даша Васильева,2002,dasha,ДВ_Полет над гнездом индюшки.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Полет над гнездом индюшки.txt.russian-syntagrus-ud-2.12-230717.conllu,3927,36840,9730,9.38,3.79,2.48,3.9,4.0,2,15,2.77,1.8,9.85,10.01,1.62,0.44,5803,3809,1994,0.66,0.34,1.91,0.97,0.51,0.4035971223021583,0.027338129496402876,0.012435765673175746,0.05467625899280575,0.0,0.02805755395683453,0.027029804727646455,0.0,0.0,0.17060637204522097,0.05539568345323741,0.220863309352518,3.51
Дарья Донцова,Последняя гастроль госпожи Удачи,Даша Васильева,2018,dasha,ДВ_Последняя гастроль госпожи Удачи.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Последняя гастроль госпожи Удачи.txt.russian-syntagrus-ud-2.12-230717.conllu,4593,36832,9903,8.02,3.72,2.16,3.69,3.0,2,11,2.62,1.82,8.77,9.11,1.62,0.42,5310,3377,1933,0.64,0.36,1.75,0.74,0.42,0.46379884883368677,0.012016560638190447,0.024538018782187216,0.04079571846915076,0.0,0.03251539937392709,0.024437039281025953,0.0,0.0,0.16944360294860145,0.060890639200242354,0.171564172472988,3.34
Дарья Донцова,Приват-танец мисс Марпл,Даша Васильева,2014,dasha,ДВ_Приват-танец мисс Марпл.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Приват-танец мисс Марпл.txt.russian-syntagrus-ud-2.12-230717.conllu,3958,36851,9605,9.31,3.84,2.43,3.98,4.0,2,12,2.74,1.81,9.98,10.82,1.66,0.44,5647,3539,2108,0.63,0.37,1.68,0.89,0.53,0.41197293076522645,0.02467464862051015,0.021967725143154607,0.045809474232170744,0.0,0.03623112961998959,0.026756897449245184,0.0,0.0,0.1728266527850078,0.06413326392503904,0.19562727745965644,3.45
Дарья Донцова,Привидение в кроссовках,Даша Васильева,2002,dasha,ДВ_Привидение в кроссовках.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Привидение в кроссовках.txt.russian-syntagrus-ud-2.12-230717.conllu,3904,36051,9330,9.23,3.86,2.39,3.91,4.0,2,12,2.78,1.8,9.37,10.29,1.64,0.44,5426,3497,1929,0.64,0.36,1.81,0.9,0.49,0.41843515541264736,0.03236870310825295,0.01007502679528403,0.060986066452304394,0.0,0.027438370846730974,0.02304394426580922,0.0,0.0,0.1714898177920686,0.05284030010718114,0.20332261521972134,3.37
Дарья Донцова,Родословная до седьмого полена,Даша Васильева,2017,dasha,ДВ_Родословная до седьмого полена.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Родословная до седьмого полена.txt.russian-syntagrus-ud-2.12-230717.conllu,4257,36805,9494,8.65,3.88,2.23,3.79,4.0,2,12,2.77,1.81,10.24,10.12,1.63,0.43,5237,3358,1879,0.64,0.36,1.79,0.79,0.44,0.44838845586686327,0.012323572782810197,0.02959764061512534,0.039603960396039604,0.0,0.03834000421318728,0.021908573836107014,0.0,0.0,0.15620391826416685,0.056140720455024225,0.1974931535706762,4.73
Дарья Донцова,Ромео с большой дороги,Даша Васильева,2006,dasha,ДВ_Ромео с большой дороги.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Ромео с большой дороги.txt.russian-syntagrus-ud-2.12-230717.conllu,4607,36841,10400,8.0,3.54,2.26,3.65,3.0,2,12,2.7,1.81,9.38,9.49,1.59,0.41,5793,3948,1845,0.68,0.32,2.14,0.86,0.4,0.44298076923076923,0.02,0.010096153846153847,0.04403846153846154,0.0,0.01769230769230769,0.023942307692307693,0.0,0.0,0.18528846153846154,0.061634615384615385,0.19432692307692306,3.45
Дарья Донцова,Самовар с шампанским,Даша Васильева,2014,dasha,ДВ_Самовар с шампанским.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Самовар с шампанским.txt.russian-syntagrus-ud-2.12-230717.conllu,4021,36833,9876,9.16,3.73,2.46,3.91,4.0,2,13,2.73,1.81,9.79,10.65,1.61,0.41,5855,3900,1955,0.67,0.33,1.99,0.97,0.49,0.40714864317537464,0.016200891049007696,0.01539084649655731,0.04151478331308222,0.0,0.036046982584042125,0.023288780882948563,0.0,0.0,0.19299311462130417,0.06551235317942487,0.2019036046982584,3.57
Дарья Донцова,Свидание под мантией,Даша Васильева,2016,dasha,ДВ_Свидание под мантией.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Свидание под мантией.txt.russian-syntagrus-ud-2.12-230717.conllu,4617,36848,10597,7.98,3.48,2.3,3.57,3.0,2,10,2.73,1.79,8.29,8.94,1.55,0.39,5980,4185,1795,0.7,0.3,2.33,0.91,0.39,0.43568934604133247,0.01377748419363971,0.010285929980183071,0.038784561668396715,0.0,0.02510144380485043,0.02340284986316882,0.0,0.0,0.18458054166273474,0.05803529300745494,0.21034254977823913,3.24
Дарья Донцова,Слон для Дюймовочки,Даша Васильева,2023,dasha,ДВ_Слон для Дюймовочки.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Слон для Дюймовочки.txt.russian-syntagrus-ud-2.12-230717.conllu,4349,36843,9691,8.47,3.8,2.23,3.85,4.0,2,13,2.63,1.83,8.79,9.52,1.66,0.43,5342,3284,2058,0.61,0.39,1.6,0.76,0.47,0.4487668971210401,0.017851614900423075,0.027551336291404396,0.04096584459808069,0.0,0.03807656588587349,0.025487565782684966,0.0,0.0,0.16138685378185946,0.06242905788876277,0.177484263749871,3.33
Дарья Донцова,Сон дядюшки Фрейда,Даша Васильева,2015,dasha,ДВ_Сон дядюшки Фрейда.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Сон дядюшки Фрейда.txt.russian-syntagrus-ud-2.12-230717.conllu,4028,36765,9881,9.13,3.72,2.45,3.84,4.0,2,13,2.82,1.81,10.5,10.43,1.59,0.41,5853,3681,2172,0.63,0.37,1.69,0.91,0.54,0.4076510474648315,0.02196133994534966,0.02024086630907803,0.0461491751846979,0.0,0.03744560267179435,0.02924805181661775,0.0,0.0,0.14006679485881995,0.0647707721890497,0.23246634955976117,3.59
Дарья Донцова,Спят усталые игрушки,Даша Васильева,2000,dasha,ДВ_Спят усталые игрушки.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Спят усталые игрушки.txt.russian-syntagrus-ud-2.12-230717.conllu,4025,36768,9388,9.13,3.92,2.33,3.94,4.0,2,13,2.66,1.81,8.89,9.43,1.66,0.45,5363,3466,1897,0.65,0.35,1.83,0.86,0.47,0.42873881550916065,0.028014486578610994,0.006497656582871751,0.06305922454196847,0.0,0.026416702172986792,0.017682147422241157,0.0,0.0,0.16616957818491693,0.0603962505325948,0.20302513847464848,4.01
Дарья Донцова,Стилист для снежного человека,Даша Васильева,2005,dasha,ДВ_Стилист для снежного человека.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Стилист для снежного человека.txt.russian-syntagrus-ud-2.12-230717.conllu,4119,36854,9893,8.95,3.73,2.4,3.79,4.0,2,14,2.8,1.8,10.19,10.51,1.63,0.43,5774,3737,2037,0.65,0.35,1.83,0.91,0.49,0.4163549984837764,0.02759526938239159,0.011422217729707874,0.051248357424441525,0.0,0.02446174062468412,0.024562822197513393,0.0,0.0,0.1608207823713737,0.06661275649449105,0.21692105529162034,3.56
